doc_id_1,doc_id_2,edit_type
16488,88697,punctuation
36112,88698,punctuation
34176,88699,punctuation
18199,88700,punctuation
5351,88701,punctuation
22569,88702,punctuation
46045,88703,punctuation
42403,88704,punctuation
26228,88705,punctuation
82941,88706,punctuation
12461,88707,punctuation
65755,88708,punctuation
64879,88709,punctuation
18954,88710,punctuation
82875,88711,punctuation
32940,88712,punctuation
42061,88713,punctuation
24840,88714,punctuation
83203,88715,punctuation
15170,88716,punctuation
80947,88717,punctuation
31845,88718,punctuation
46218,88719,punctuation
52349,88720,punctuation
13519,88721,punctuation
36023,88722,punctuation
50837,88723,punctuation
73049,88724,punctuation
46781,88725,punctuation
4193,88726,punctuation
83594,88727,punctuation
43517,88728,punctuation
30352,88729,punctuation
51652,88730,punctuation
4423,88731,punctuation
55198,88732,punctuation
70396,88733,punctuation
35411,88734,punctuation
20872,88735,punctuation
34332,88736,punctuation
6117,88737,punctuation
35087,88738,punctuation
10428,88739,punctuation
43899,88740,punctuation
54592,88741,punctuation
1020,88742,punctuation
34952,88743,punctuation
29717,88744,punctuation
23490,88745,punctuation
33212,88746,punctuation
48404,88747,punctuation
68653,88748,punctuation
83090,88749,punctuation
14864,88750,punctuation
22407,88751,punctuation
65198,88752,punctuation
26115,88753,punctuation
74307,88754,punctuation
79981,88755,punctuation
77764,88756,punctuation
9692,88757,punctuation
53478,88758,punctuation
37376,88759,punctuation
5587,88760,punctuation
33823,88761,punctuation
680,88762,punctuation
3937,88763,punctuation
79532,88764,punctuation
20799,88765,punctuation
43174,88766,punctuation
22542,88767,punctuation
53023,88768,punctuation
30697,88769,punctuation
76421,88770,punctuation
71910,88771,punctuation
25942,88772,punctuation
4138,88773,punctuation
84271,88774,punctuation
71185,88775,punctuation
24834,88776,punctuation
59491,88777,punctuation
71662,88778,punctuation
58935,88779,punctuation
77745,88780,punctuation
81143,88781,punctuation
43876,88782,punctuation
45435,88783,punctuation
47869,88784,punctuation
15339,88785,punctuation
2188,88786,punctuation
54891,88787,punctuation
47668,88788,punctuation
24385,88789,punctuation
62900,88790,punctuation
29890,88791,punctuation
83446,88792,punctuation
82768,88793,punctuation
50467,88794,punctuation
78627,88795,punctuation
1938,88796,punctuation
24666,88797,punctuation
80562,88798,punctuation
64793,88799,punctuation
54182,88800,punctuation
51420,88801,punctuation
21200,88802,punctuation
20165,88803,punctuation
56212,88804,punctuation
49974,88805,punctuation
58292,88806,punctuation
84271,88807,punctuation
28137,88808,punctuation
33121,88809,punctuation
8279,88810,punctuation
20745,88811,punctuation
74518,88812,punctuation
290,88813,punctuation
39427,88814,punctuation
24193,88815,punctuation
12942,88816,punctuation
20214,88817,punctuation
32806,88818,punctuation
23117,88819,punctuation
52157,88820,punctuation
33634,88821,punctuation
68368,88822,punctuation
84524,88823,punctuation
55204,88824,punctuation
41999,88825,punctuation
70579,88826,punctuation
55619,88827,punctuation
64289,88828,punctuation
60830,88829,punctuation
15724,88830,punctuation
32873,88831,punctuation
79331,88832,punctuation
41303,88833,punctuation
33686,88834,punctuation
33089,88835,punctuation
37342,88836,punctuation
49206,88837,punctuation
79681,88838,punctuation
67351,88839,punctuation
3055,88840,punctuation
65528,88841,punctuation
84692,88842,punctuation
67337,88843,punctuation
65814,88844,punctuation
26607,88845,punctuation
55296,88846,punctuation
35684,88847,punctuation
53303,88848,punctuation
4751,88849,punctuation
2825,88850,punctuation
54328,88851,punctuation
72816,88852,punctuation
11225,88853,punctuation
36471,88854,punctuation
3335,88855,punctuation
3842,88856,punctuation
64594,88857,punctuation
51120,88858,punctuation
69930,88859,punctuation
45833,88860,punctuation
71997,88861,punctuation
61833,88862,punctuation
68671,88863,punctuation
58314,88864,punctuation
72860,88865,punctuation
62246,88866,punctuation
75781,88867,punctuation
24250,88868,punctuation
76957,88869,punctuation
3275,88870,punctuation
79582,88871,punctuation
46628,88872,punctuation
27557,88873,punctuation
40352,88874,punctuation
56417,88875,punctuation
8740,88876,punctuation
28731,88877,punctuation
12765,88878,punctuation
21667,88879,punctuation
79474,88880,punctuation
59396,88881,punctuation
82428,88882,punctuation
16870,88883,punctuation
65156,88884,punctuation
41372,88885,punctuation
57701,88886,punctuation
20254,88887,punctuation
64060,88888,punctuation
33078,88889,punctuation
64389,88890,punctuation
44714,88891,punctuation
68806,88892,punctuation
29369,88893,punctuation
5887,88894,punctuation
47286,88895,punctuation
66937,88896,punctuation
34577,88897,punctuation
51621,88898,punctuation
70137,88899,punctuation
78009,88900,punctuation
12608,88901,punctuation
40202,88902,punctuation
17004,88903,punctuation
66048,88904,punctuation
18305,88905,punctuation
19058,88906,punctuation
8368,88907,punctuation
44559,88908,punctuation
25501,88909,punctuation
5802,88910,punctuation
3536,88911,punctuation
64177,88912,punctuation
61717,88913,punctuation
10220,88914,punctuation
75191,88915,punctuation
68621,88916,punctuation
6624,88917,punctuation
18256,88918,punctuation
82427,88919,punctuation
61139,88920,punctuation
73809,88921,punctuation
17744,88922,punctuation
73813,88923,punctuation
33854,88924,punctuation
10610,88925,punctuation
39644,88926,punctuation
46759,88927,punctuation
17115,88928,punctuation
61330,88929,punctuation
48578,88930,punctuation
5604,88931,punctuation
43232,88932,punctuation
13533,88933,punctuation
13196,88934,punctuation
81821,88935,punctuation
14425,88936,punctuation
40165,88937,punctuation
40415,88938,punctuation
76037,88939,punctuation
47879,88940,punctuation
23657,88941,punctuation
931,88942,punctuation
62266,88943,punctuation
53078,88944,punctuation
53031,88945,punctuation
82951,88946,punctuation
28042,88947,punctuation
11970,88948,punctuation
54756,88949,punctuation
34971,88950,punctuation
63741,88951,punctuation
56615,88952,punctuation
64592,88953,punctuation
49384,88954,punctuation
19061,88955,punctuation
56257,88956,punctuation
26959,88957,punctuation
55585,88958,punctuation
82322,88959,punctuation
25175,88960,punctuation
35079,88961,punctuation
9398,88962,punctuation
17937,88963,punctuation
60946,88964,punctuation
42185,88965,punctuation
47563,88966,punctuation
38190,88967,punctuation
58965,88968,punctuation
45035,88969,punctuation
32249,88970,punctuation
21268,88971,punctuation
60445,88972,punctuation
16718,88973,punctuation
44545,88974,punctuation
28717,88975,punctuation
65171,88976,punctuation
20230,88977,punctuation
12700,88978,punctuation
70344,88979,punctuation
76842,88980,punctuation
79238,88981,punctuation
58293,88982,punctuation
41687,88983,punctuation
22831,88984,punctuation
11466,88985,punctuation
41433,88986,punctuation
21387,88987,punctuation
35692,88988,punctuation
46695,88989,punctuation
15287,88990,punctuation
14739,88991,punctuation
49655,88992,punctuation
42213,88993,punctuation
42957,88994,punctuation
40591,88995,punctuation
43683,88996,punctuation
197,88997,punctuation
24801,88998,punctuation
39639,88999,punctuation
83809,89000,punctuation
24451,89001,punctuation
22250,89002,punctuation
73108,89003,punctuation
20844,89004,punctuation
62290,89005,punctuation
31554,89006,punctuation
10401,89007,punctuation
68639,89008,punctuation
34027,89009,punctuation
13863,89010,punctuation
6683,89011,punctuation
49656,89012,punctuation
11698,89013,punctuation
51258,89014,punctuation
60799,89015,punctuation
63522,89016,punctuation
18456,89017,punctuation
18436,89018,punctuation
7563,89019,punctuation
14816,89020,punctuation
19817,89021,punctuation
82858,89022,punctuation
15694,89023,punctuation
52960,89024,punctuation
79627,89025,punctuation
12309,89026,punctuation
36872,89027,punctuation
10726,89028,punctuation
75590,89029,punctuation
76101,89030,punctuation
13063,89031,punctuation
28430,89032,punctuation
39600,89033,punctuation
52816,89034,punctuation
22557,89035,punctuation
69607,89036,punctuation
59324,89037,punctuation
34973,89038,punctuation
44265,89039,punctuation
82139,89040,punctuation
22882,89041,punctuation
84776,89042,punctuation
52911,89043,punctuation
34195,89044,punctuation
23226,89045,punctuation
21212,89046,punctuation
11229,89047,punctuation
27711,89048,punctuation
83531,89049,punctuation
68173,89050,punctuation
46868,89051,punctuation
59748,89052,punctuation
11900,89053,punctuation
43517,89054,punctuation
67679,89055,punctuation
55618,89056,punctuation
39621,89057,punctuation
60117,89058,punctuation
7374,89059,punctuation
18353,89060,punctuation
45762,89061,punctuation
22984,89062,punctuation
65470,89063,punctuation
29645,89064,punctuation
30298,89065,punctuation
8543,89066,punctuation
16469,89067,punctuation
57668,89068,punctuation
56912,89069,punctuation
13045,89070,punctuation
47280,89071,punctuation
29450,89072,punctuation
15870,89073,punctuation
42252,89074,punctuation
17561,89075,punctuation
26126,89076,punctuation
31046,89077,punctuation
80863,89078,punctuation
71727,89079,punctuation
41216,89080,punctuation
65087,89081,punctuation
45019,89082,punctuation
77298,89083,punctuation
83557,89084,punctuation
63071,89085,punctuation
66100,89086,punctuation
35382,89087,punctuation
38796,89088,punctuation
2388,89089,punctuation
81655,89090,punctuation
81492,89091,punctuation
23618,89092,punctuation
35597,89093,punctuation
25652,89094,punctuation
65599,89095,punctuation
71884,89096,punctuation
14437,89097,punctuation
40865,89098,punctuation
57634,89099,punctuation
22805,89100,punctuation
14376,89101,punctuation
6363,89102,punctuation
59679,89103,punctuation
69489,89104,punctuation
69265,89105,punctuation
73593,89106,punctuation
80303,89107,punctuation
73767,89108,punctuation
71639,89109,punctuation
49255,89110,punctuation
55028,89111,punctuation
41615,89112,punctuation
79719,89113,punctuation
44287,89114,punctuation
29719,89115,punctuation
43367,89116,punctuation
64799,89117,punctuation
18983,89118,punctuation
68109,89119,punctuation
3414,89120,punctuation
63155,89121,punctuation
18324,89122,punctuation
183,89123,punctuation
11016,89124,punctuation
73661,89125,punctuation
2454,89126,punctuation
18129,89127,punctuation
14337,89128,punctuation
7203,89129,punctuation
42091,89130,punctuation
40872,89131,punctuation
25400,89132,punctuation
8219,89133,punctuation
6280,89134,punctuation
30114,89135,punctuation
23244,89136,punctuation
47165,89137,punctuation
50176,89138,punctuation
69489,89139,punctuation
81212,89140,punctuation
48255,89141,punctuation
54883,89142,punctuation
27499,89143,punctuation
51398,89144,punctuation
5195,89145,punctuation
78163,89146,punctuation
29224,89147,punctuation
74575,89148,punctuation
963,89149,punctuation
58448,89150,punctuation
1411,89151,punctuation
54382,89152,punctuation
20115,89153,punctuation
26367,89154,punctuation
8311,89155,punctuation
75878,89156,punctuation
83378,89157,punctuation
16949,89158,punctuation
41472,89159,punctuation
36774,89160,punctuation
38647,89161,punctuation
59297,89162,punctuation
44859,89163,punctuation
68636,89164,punctuation
54178,89165,punctuation
64377,89166,punctuation
43213,89167,punctuation
34894,89168,punctuation
67683,89169,punctuation
39893,89170,punctuation
58152,89171,punctuation
70020,89172,punctuation
43526,89173,punctuation
52604,89174,punctuation
43953,89175,punctuation
52899,89176,punctuation
36741,89177,punctuation
1870,89178,punctuation
28056,89179,punctuation
61200,89180,punctuation
39161,89181,punctuation
52843,89182,punctuation
56173,89183,punctuation
17014,89184,punctuation
23447,89185,punctuation
62563,89186,punctuation
24951,89187,punctuation
22388,89188,punctuation
81858,89189,punctuation
25292,89190,punctuation
10214,89191,punctuation
35478,89192,punctuation
65877,89193,punctuation
66354,89194,punctuation
21471,89195,punctuation
76972,89196,punctuation
24242,89197,punctuation
63564,89198,punctuation
15911,89199,punctuation
63080,89200,punctuation
32521,89201,punctuation
56888,89202,punctuation
24076,89203,punctuation
15234,89204,punctuation
7130,89205,punctuation
67617,89206,punctuation
5011,89207,punctuation
11779,89208,punctuation
12382,89209,punctuation
77500,89210,punctuation
18001,89211,punctuation
19286,89212,punctuation
73786,89213,punctuation
27507,89214,punctuation
84684,89215,punctuation
47068,89216,punctuation
47999,89217,punctuation
13090,89218,punctuation
12556,89219,punctuation
49370,89220,punctuation
64001,89221,punctuation
16464,89222,punctuation
43994,89223,punctuation
75164,89224,punctuation
68455,89225,punctuation
26629,89226,punctuation
79591,89227,punctuation
29331,89228,punctuation
78275,89229,punctuation
74723,89230,punctuation
58194,89231,punctuation
79042,89232,punctuation
37614,89233,punctuation
12510,89234,punctuation
18394,89235,punctuation
54836,89236,punctuation
12523,89237,punctuation
24705,89238,punctuation
17072,89239,punctuation
23321,89240,punctuation
34827,89241,punctuation
36126,89242,punctuation
42554,89243,punctuation
22170,89244,punctuation
58404,89245,punctuation
44044,89246,punctuation
71596,89247,punctuation
13112,89248,punctuation
11841,89249,punctuation
51944,89250,punctuation
1509,89251,punctuation
8166,89252,punctuation
24721,89253,punctuation
45018,89254,punctuation
57042,89255,punctuation
32535,89256,punctuation
43371,89257,punctuation
56031,89258,punctuation
77226,89259,punctuation
16240,89260,punctuation
43019,89261,punctuation
8586,89262,punctuation
63139,89263,punctuation
79695,89264,punctuation
64643,89265,punctuation
38920,89266,punctuation
32114,89267,punctuation
50281,89268,punctuation
7742,89269,punctuation
45202,89270,punctuation
43459,89271,punctuation
22153,89272,punctuation
11769,89273,punctuation
73445,89274,punctuation
36186,89275,punctuation
60057,89276,punctuation
814,89277,punctuation
81312,89278,punctuation
81988,89279,punctuation
20931,89280,punctuation
18512,89281,punctuation
73113,89282,punctuation
74364,89283,punctuation
44269,89284,punctuation
59529,89285,punctuation
8861,89286,punctuation
51060,89287,punctuation
35623,89288,punctuation
61370,89289,punctuation
37123,89290,punctuation
3819,89291,punctuation
53015,89292,punctuation
3116,89293,punctuation
59720,89294,punctuation
14587,89295,punctuation
17278,89296,punctuation
39397,89297,punctuation
43195,89298,punctuation
39036,89299,punctuation
79536,89300,punctuation
20388,89301,punctuation
64120,89302,punctuation
58285,89303,punctuation
906,89304,punctuation
79824,89305,punctuation
42551,89306,punctuation
20345,89307,punctuation
54277,89308,punctuation
3494,89309,punctuation
39152,89310,punctuation
23383,89311,punctuation
75710,89312,punctuation
20535,89313,punctuation
10257,89314,punctuation
55204,89315,punctuation
67099,89316,punctuation
59352,89317,punctuation
70018,89318,punctuation
84097,89319,punctuation
18174,89320,punctuation
55070,89321,punctuation
44509,89322,punctuation
17331,89323,punctuation
73610,89324,punctuation
47130,89325,punctuation
77447,89326,punctuation
22088,89327,punctuation
10804,89328,punctuation
12179,89329,punctuation
31759,89330,punctuation
14727,89331,punctuation
26505,89332,punctuation
62700,89333,punctuation
25097,89334,punctuation
3631,89335,punctuation
49311,89336,punctuation
43229,89337,punctuation
34643,89338,punctuation
46536,89339,punctuation
77320,89340,punctuation
33119,89341,punctuation
58055,89342,punctuation
68051,89343,punctuation
5030,89344,punctuation
40832,89345,punctuation
58428,89346,punctuation
56818,89347,punctuation
29206,89348,punctuation
62096,89349,punctuation
1946,89350,punctuation
68385,89351,punctuation
78129,89352,punctuation
51840,89353,punctuation
44164,89354,punctuation
28098,89355,punctuation
73756,89356,punctuation
45729,89357,punctuation
38487,89358,punctuation
21330,89359,punctuation
23207,89360,punctuation
36842,89361,punctuation
26175,89362,punctuation
15568,89363,punctuation
46202,89364,punctuation
49542,89365,punctuation
20230,89366,punctuation
39557,89367,punctuation
33510,89368,punctuation
81640,89369,punctuation
21980,89370,punctuation
53179,89371,punctuation
3629,89372,punctuation
10178,89373,punctuation
24354,89374,punctuation
51161,89375,punctuation
53964,89376,punctuation
10266,89377,punctuation
10075,89378,punctuation
74638,89379,punctuation
32763,89380,punctuation
70214,89381,punctuation
8833,89382,punctuation
28302,89383,punctuation
42469,89384,punctuation
59336,89385,punctuation
73124,89386,punctuation
79663,89387,punctuation
12862,89388,punctuation
22222,89389,punctuation
20918,89390,punctuation
79376,89391,punctuation
77114,89392,punctuation
79733,89393,punctuation
6337,89394,punctuation
57396,89395,punctuation
34101,89396,punctuation
28023,89397,punctuation
70336,89398,punctuation
7979,89399,punctuation
64697,89400,punctuation
9603,89401,punctuation
2205,89402,punctuation
6393,89403,punctuation
77886,89404,punctuation
24655,89405,punctuation
22457,89406,punctuation
64562,89407,punctuation
26119,89408,punctuation
68286,89409,punctuation
38129,89410,punctuation
75351,89411,punctuation
74436,89412,punctuation
11487,89413,punctuation
19705,89414,punctuation
48850,89415,punctuation
71482,89416,punctuation
107,89417,punctuation
81296,89418,punctuation
43831,89419,punctuation
40606,89420,punctuation
71637,89421,punctuation
29646,89422,punctuation
76122,89423,punctuation
39818,89424,punctuation
1596,89425,punctuation
75225,89426,punctuation
54081,89427,punctuation
46404,89428,punctuation
9291,89429,punctuation
43086,89430,punctuation
36694,89431,punctuation
45347,89432,punctuation
13165,89433,punctuation
39373,89434,punctuation
73935,89435,punctuation
19541,89436,punctuation
46151,89437,punctuation
5027,89438,punctuation
1900,89439,punctuation
84136,89440,punctuation
78247,89441,punctuation
52491,89442,punctuation
1110,89443,punctuation
56619,89444,punctuation
30599,89445,punctuation
56446,89446,punctuation
74746,89447,punctuation
60951,89448,punctuation
38522,89449,punctuation
553,89450,punctuation
23003,89451,punctuation
75090,89452,punctuation
59546,89453,punctuation
70507,89454,punctuation
8853,89455,punctuation
84920,89456,punctuation
1794,89457,punctuation
5731,89458,punctuation
11913,89459,punctuation
16693,89460,punctuation
51562,89461,punctuation
50287,89462,punctuation
78348,89463,punctuation
22971,89464,punctuation
28820,89465,punctuation
71827,89466,punctuation
14091,89467,punctuation
3907,89468,punctuation
5359,89469,punctuation
51708,89470,punctuation
53133,89471,punctuation
37091,89472,punctuation
22434,89473,punctuation
49845,89474,punctuation
3447,89475,punctuation
41791,89476,punctuation
82586,89477,punctuation
55045,89478,punctuation
67998,89479,punctuation
26344,89480,punctuation
67356,89481,punctuation
46697,89482,punctuation
78099,89483,punctuation
32251,89484,punctuation
4226,89485,punctuation
54420,89486,punctuation
64545,89487,punctuation
67227,89488,punctuation
82609,89489,punctuation
6251,89490,punctuation
26211,89491,punctuation
44340,89492,punctuation
59994,89493,punctuation
24122,89494,punctuation
74436,89495,punctuation
25847,89496,punctuation
27834,89497,punctuation
4676,89498,punctuation
26218,89499,punctuation
15621,89500,punctuation
38490,89501,punctuation
42407,89502,punctuation
43247,89503,punctuation
39944,89504,punctuation
18859,89505,punctuation
23658,89506,punctuation
75547,89507,punctuation
54406,89508,punctuation
36137,89509,punctuation
7243,89510,punctuation
50146,89511,punctuation
14484,89512,punctuation
74560,89513,punctuation
65233,89514,punctuation
21273,89515,punctuation
49806,89516,punctuation
29094,89517,punctuation
53742,89518,punctuation
50744,89519,punctuation
16873,89520,punctuation
73412,89521,punctuation
82815,89522,punctuation
58007,89523,punctuation
81649,89524,punctuation
47532,89525,punctuation
6030,89526,punctuation
84322,89527,punctuation
80849,89528,punctuation
68787,89529,punctuation
29847,89530,punctuation
28288,89531,punctuation
67241,89532,punctuation
52373,89533,punctuation
63731,89534,punctuation
29392,89535,punctuation
74942,89536,punctuation
10255,89537,punctuation
70817,89538,punctuation
14554,89539,punctuation
20091,89540,punctuation
21655,89541,punctuation
39758,89542,punctuation
3692,89543,punctuation
41830,89544,punctuation
14914,89545,punctuation
17197,89546,punctuation
81155,89547,punctuation
83577,89548,punctuation
69240,89549,punctuation
81142,89550,punctuation
23553,89551,punctuation
71629,89552,punctuation
54540,89553,punctuation
33608,89554,punctuation
1730,89555,punctuation
48029,89556,punctuation
18050,89557,punctuation
5831,89558,punctuation
67512,89559,punctuation
28333,89560,punctuation
58294,89561,punctuation
80362,89562,punctuation
35396,89563,punctuation
54625,89564,punctuation
7860,89565,punctuation
32659,89566,punctuation
77246,89567,punctuation
34898,89568,punctuation
25323,89569,punctuation
44200,89570,punctuation
13766,89571,punctuation
35139,89572,punctuation
64497,89573,punctuation
48641,89574,punctuation
38512,89575,punctuation
7619,89576,punctuation
34716,89577,punctuation
14123,89578,punctuation
47077,89579,punctuation
37312,89580,punctuation
25527,89581,punctuation
44635,89582,punctuation
30487,89583,punctuation
31612,89584,punctuation
26117,89585,punctuation
24643,89586,punctuation
49604,89587,punctuation
15948,89588,punctuation
70114,89589,punctuation
32956,89590,punctuation
22136,89591,punctuation
45395,89592,punctuation
51206,89593,punctuation
3521,89594,punctuation
69937,89595,punctuation
5732,89596,punctuation
70078,89597,punctuation
56848,89598,punctuation
14355,89599,punctuation
33284,89600,punctuation
26344,89601,punctuation
67001,89602,punctuation
39400,89603,punctuation
11248,89604,punctuation
13707,89605,punctuation
65552,89606,punctuation
55337,89607,punctuation
72463,89608,punctuation
46258,89609,punctuation
23523,89610,punctuation
19320,89611,punctuation
15978,89612,punctuation
37632,89613,punctuation
38626,89614,punctuation
22802,89615,punctuation
63706,89616,punctuation
38596,89617,punctuation
32387,89618,punctuation
70646,89619,punctuation
76056,89620,punctuation
31528,89621,punctuation
10182,89622,punctuation
62600,89623,punctuation
25262,89624,punctuation
46962,89625,punctuation
55899,89626,punctuation
35201,89627,punctuation
42953,89628,punctuation
13539,89629,punctuation
18409,89630,punctuation
60762,89631,punctuation
82233,89632,punctuation
46037,89633,punctuation
66406,89634,punctuation
16996,89635,punctuation
8217,89636,punctuation
60412,89637,punctuation
52566,89638,punctuation
63192,89639,punctuation
41797,89640,punctuation
79913,89641,punctuation
40838,89642,punctuation
63454,89643,punctuation
18475,89644,punctuation
37146,89645,punctuation
5980,89646,punctuation
53827,89647,punctuation
8694,89648,punctuation
60763,89649,punctuation
77784,89650,punctuation
23266,89651,punctuation
8931,89652,punctuation
14798,89653,punctuation
51628,89654,punctuation
30312,89655,punctuation
38256,89656,punctuation
82021,89657,punctuation
14056,89658,punctuation
55749,89659,punctuation
82175,89660,punctuation
76477,89661,punctuation
38706,89662,punctuation
70935,89663,punctuation
4080,89664,punctuation
74191,89665,punctuation
6427,89666,punctuation
52988,89667,punctuation
54054,89668,punctuation
68651,89669,punctuation
48205,89670,punctuation
29796,89671,punctuation
32164,89672,punctuation
21371,89673,punctuation
14207,89674,punctuation
15291,89675,punctuation
70162,89676,punctuation
79331,89677,punctuation
19059,89678,punctuation
38791,89679,punctuation
46967,89680,punctuation
63622,89681,punctuation
66946,89682,punctuation
32270,89683,punctuation
56633,89684,punctuation
19541,89685,punctuation
78404,89686,punctuation
78490,89687,punctuation
24497,89688,punctuation
44781,89689,punctuation
23774,89690,punctuation
2852,89691,punctuation
43875,89692,punctuation
19637,89693,punctuation
13481,89694,punctuation
67289,89695,punctuation
41222,89696,punctuation
79484,89697,punctuation
32489,89698,punctuation
13394,89699,punctuation
73652,89700,punctuation
13621,89701,punctuation
62589,89702,punctuation
68549,89703,punctuation
80638,89704,punctuation
64681,89705,punctuation
37546,89706,punctuation
43928,89707,punctuation
80772,89708,punctuation
11876,89709,punctuation
27364,89710,punctuation
5417,89711,punctuation
83085,89712,punctuation
52951,89713,punctuation
33938,89714,punctuation
67136,89715,punctuation
44572,89716,punctuation
28805,89717,punctuation
77108,89718,punctuation
44601,89719,punctuation
34125,89720,punctuation
8702,89721,punctuation
59003,89722,punctuation
16687,89723,punctuation
5012,89724,punctuation
12694,89725,punctuation
57573,89726,punctuation
36832,89727,punctuation
43879,89728,punctuation
33321,89729,punctuation
58153,89730,punctuation
2344,89731,punctuation
44992,89732,punctuation
42112,89733,punctuation
83640,89734,punctuation
31785,89735,punctuation
46251,89736,punctuation
47452,89737,punctuation
46979,89738,punctuation
49177,89739,punctuation
26390,89740,punctuation
2283,89741,punctuation
51616,89742,punctuation
82375,89743,punctuation
76156,89744,punctuation
70575,89745,punctuation
40396,89746,punctuation
52494,89747,punctuation
79016,89748,punctuation
2884,89749,punctuation
71446,89750,punctuation
15573,89751,punctuation
41190,89752,punctuation
3171,89753,punctuation
56894,89754,punctuation
18792,89755,punctuation
12153,89756,punctuation
16388,89757,punctuation
6649,89758,punctuation
72919,89759,punctuation
38250,89760,punctuation
25820,89761,punctuation
47377,89762,punctuation
31774,89763,punctuation
74086,89764,punctuation
10860,89765,punctuation
29230,89766,punctuation
56745,89767,punctuation
41600,89768,punctuation
84443,89769,punctuation
83011,89770,punctuation
82419,89771,punctuation
37572,89772,punctuation
2717,89773,punctuation
8514,89774,punctuation
60403,89775,punctuation
36048,89776,punctuation
82932,89777,punctuation
50014,89778,punctuation
28024,89779,punctuation
21027,89780,punctuation
59363,89781,punctuation
1424,89782,punctuation
20688,89783,punctuation
344,89784,punctuation
21850,89785,punctuation
74955,89786,punctuation
6510,89787,punctuation
12036,89788,punctuation
48471,89789,punctuation
7117,89790,punctuation
29416,89791,punctuation
29644,89792,punctuation
65062,89793,punctuation
33471,89794,punctuation
40906,89795,punctuation
74160,89796,punctuation
49091,89797,punctuation
70304,89798,punctuation
41091,89799,punctuation
65161,89800,punctuation
80835,89801,punctuation
66298,89802,punctuation
6547,89803,punctuation
31952,89804,punctuation
17027,89805,punctuation
27910,89806,punctuation
30423,89807,punctuation
12873,89808,punctuation
18406,89809,punctuation
13833,89810,punctuation
5443,89811,punctuation
78704,89812,punctuation
73350,89813,punctuation
11998,89814,punctuation
77328,89815,punctuation
80590,89816,punctuation
56844,89817,punctuation
59396,89818,punctuation
58970,89819,punctuation
51835,89820,punctuation
1843,89821,punctuation
80792,89822,punctuation
83350,89823,punctuation
68690,89824,punctuation
82016,89825,punctuation
41782,89826,punctuation
68436,89827,punctuation
27621,89828,punctuation
16611,89829,punctuation
80034,89830,punctuation
39254,89831,punctuation
72603,89832,punctuation
38522,89833,punctuation
52673,89834,punctuation
77965,89835,punctuation
68381,89836,punctuation
6591,89837,punctuation
60034,89838,punctuation
74796,89839,punctuation
74299,89840,punctuation
32424,89841,punctuation
51466,89842,punctuation
34591,89843,punctuation
72967,89844,punctuation
40310,89845,punctuation
15856,89846,punctuation
41156,89847,punctuation
75144,89848,punctuation
33513,89849,punctuation
67335,89850,punctuation
35023,89851,punctuation
59272,89852,punctuation
58546,89853,punctuation
13533,89854,punctuation
76960,89855,punctuation
40769,89856,punctuation
42295,89857,punctuation
9992,89858,punctuation
57110,89859,punctuation
44680,89860,punctuation
894,89861,punctuation
14212,89862,punctuation
43133,89863,punctuation
77181,89864,punctuation
13822,89865,punctuation
73038,89866,punctuation
25742,89867,punctuation
74825,89868,punctuation
657,89869,punctuation
2397,89870,punctuation
2369,89871,punctuation
40648,89872,punctuation
60632,89873,punctuation
14440,89874,punctuation
67741,89875,punctuation
2617,89876,punctuation
65489,89877,punctuation
31000,89878,punctuation
35958,89879,punctuation
67463,89880,punctuation
39502,89881,punctuation
34616,89882,punctuation
26319,89883,punctuation
52610,89884,punctuation
79090,89885,punctuation
58570,89886,punctuation
62489,89887,punctuation
40214,89888,punctuation
43382,89889,punctuation
1952,89890,punctuation
75527,89891,punctuation
79100,89892,punctuation
78768,89893,punctuation
38588,89894,punctuation
13989,89895,punctuation
44790,89896,punctuation
11949,89897,punctuation
20128,89898,punctuation
50462,89899,punctuation
59816,89900,punctuation
34374,89901,punctuation
45701,89902,punctuation
36483,89903,punctuation
81884,89904,punctuation
29033,89905,punctuation
23994,89906,punctuation
72243,89907,punctuation
59551,89908,punctuation
61141,89909,punctuation
33955,89910,punctuation
62358,89911,punctuation
12318,89912,punctuation
10883,89913,punctuation
22606,89914,punctuation
72454,89915,punctuation
6844,89916,punctuation
32896,89917,punctuation
47208,89918,punctuation
43573,89919,punctuation
47182,89920,punctuation
7474,89921,punctuation
50317,89922,punctuation
44723,89923,punctuation
22809,89924,punctuation
37320,89925,punctuation
62406,89926,punctuation
5808,89927,punctuation
70856,89928,punctuation
66098,89929,punctuation
39693,89930,punctuation
41841,89931,punctuation
35406,89932,punctuation
81303,89933,punctuation
82156,89934,punctuation
41923,89935,punctuation
9844,89936,punctuation
45749,89937,punctuation
2596,89938,punctuation
58830,89939,punctuation
81571,89940,punctuation
22779,89941,punctuation
47040,89942,punctuation
80678,89943,punctuation
38611,89944,punctuation
34659,89945,punctuation
64372,89946,punctuation
239,89947,punctuation
58392,89948,punctuation
20678,89949,punctuation
31977,89950,punctuation
45558,89951,punctuation
30581,89952,punctuation
14878,89953,punctuation
83992,89954,punctuation
6247,89955,punctuation
49811,89956,punctuation
58350,89957,punctuation
49657,89958,punctuation
84747,89959,punctuation
78468,89960,punctuation
4810,89961,punctuation
42523,89962,punctuation
3339,89963,punctuation
1662,89964,punctuation
60189,89965,punctuation
32773,89966,punctuation
27813,89967,punctuation
23078,89968,punctuation
